,Nivel,Cod,EnteFederativo,2018,2019,2020,2021
5006,"""MU""","""4317400""","""Santiago (RS)""","""1443290""","""1590406""","""1469636""","""2021444"""
5007,"""MU""","""4317509""","""Santo Ângelo (RS)""","""2651255""","""2819939""","""2724675""","""3180262"""
5008,"""MU""","""4317558""","""Santo Antônio do Palma (RS)""","""89125""","""74974""","""76338""","""119796"""
5009,"""MU""","""4317608""","""Santo Antônio da Patrulha (RS)""","""1280480""","""1440255""","""1401253""","""1680497"""
5010,"""MU""","""4317707""","""Santo Antônio das Missões (RS)""","""380427""","""416462""","""407856""","""673944"""
5011,"""MU""","""4317756""","""Santo Antônio do Planalto (RS)""","""112555""","""112751""","""107623""","""189468"""
5012,"""MU""","""4317806""","""Santo Augusto (RS)""","""555238""","""558214""","""615946""","""848436"""
5013,"""MU""","""4317905""","""Santo Cristo (RS)""","""570310""","""598846""","""641884""","""784068"""
5014,"""MU""","""4317954""","""Santo Expedito do Sul (RS)""","""74417""","""74083""","""85020""","""128952"""
5015,"""MU""","""4318002""","""São Borja (RS)""","""1907048""","""1934914""","""2009844""","""2570755"""
5016,"""MU""","""4318051""","""São Domingos do Sul (RS)""","""65063""","""81161""","""85482""","""123435"""
5017,"""MU""","""4318101""","""São Francisco de Assis (RS)""","""494227""","""470851""","""459798""","""804119"""
5018,"""MU""","""4318200""","""São Francisco de Paula (RS)""","""615108""","""724732""","""791904""","""1026513"""
5019,"""MU""","""4318309""","""São Gabriel (RS)""","""1843081""","""1803795""","""1928164""","""2723183"""
5020,"""MU""","""4318408""","""São Jerônimo (RS)""","""582884""","""613404""","""613871""","""667010"""
5021,"""MU""","""4318424""","""São João da Urtiga (RS)""","""132802""","""134942""","""145320""","""184148"""
5022,"""MU""","""4318432""","""São João do Polêsine (RS)""","""75445""","""87216""","""93360""","""104817"""
5023,"""MU""","""4318440""","""São Jorge (RS)""","""85370""","""90287""","""91744""","""133331"""
5024,"""MU""","""4318457""","""São José das Missões (RS)""","""59780""","""61598""","""55047""","""93350"""
5025,"""MU""","""4318465""","""São José do Herval (RS)""","""44472""","""49761""","""50828""","""59112"""
5026,"""MU""","""4318481""","""São José do Hortêncio (RS)""","""122567""","""127893""","""111753""","""117865"""
5027,"""MU""","""4318499""","""São José do Inhacorá (RS)""","""95672""","""106984""","""118704""","""183793"""
5028,"""MU""","""4318507""","""São José do Norte (RS)""","""816590""","""423435""","""463905""","""792698"""
5029,"""MU""","""4318606""","""São José do Ouro (RS)""","""291721""","""290974""","""309495""","""463017"""
5030,"""MU""","""4318614""","""São José do Sul (RS)""","""60189""","""65466""","""75976""","""94018"""
5031,"""MU""","""4318622""","""São José dos Ausentes (RS)""","""90386""","""116694""","""116146""","""155631"""
5032,"""MU""","""4318705""","""São Leopoldo (RS)""","""9018696""","""10102720""","""9785014""","""10855366"""
5033,"""MU""","""4318804""","""São Lourenço do Sul (RS)""","""1064753""","""1267863""","""1126844""","""1701063"""
5034,"""MU""","""4318903""","""São Luiz Gonzaga (RS)""","""1334190""","""1430395""","""1432454""","""1903777"""
5035,"""MU""","""4319000""","""São Marcos (RS)""","""853894""","""999036""","""967975""","""1145389"""
5036,"""MU""","""4319109""","""São Martinho (RS)""","""222696""","""249570""","""275683""","""354028"""
5037,"""MU""","""4319125""","""São Martinho da Serra (RS)""","""205944""","""187174""","""156826""","""336098"""
5038,"""MU""","""4319158""","""São Miguel das Missões (RS)""","""538600""","""521663""","""413444""","""867928"""
5039,"""MU""","""4319208""","""São Nicolau (RS)""","""155636""","""165179""","""185807""","""228045"""
5040,"""MU""","""4319307""","""São Paulo das Missões (RS)""","""162345""","""161931""","""175957""","""200547"""
5041,"""MU""","""4319356""","""São Pedro da Serra (RS)""","""77660""","""82587""","""84255""","""113227"""
5042,"""MU""","""4319364""","""São Pedro das Missões (RS)""","""71376""","""71505""","""66565""","""114177"""
5043,"""MU""","""4319372""","""São Pedro do Butiá (RS)""","""102180""","""111885""","""125906""","""161663"""
5044,"""MU""","""4319406""","""São Pedro do Sul (RS)""","""398199""","""394172""","""401984""","""532255"""
5045,"""MU""","""4319505""","""São Sebastião do Caí (RS)""","""702844""","""727227""","""764819""","""899457"""
5046,"""MU""","""4319604""","""São Sepé (RS)""","""805707""","""903744""","""823918""","""1331316"""
5047,"""MU""","""4319703""","""São Valentim (RS)""","""91229""","""95912""","""102212""","""135540"""
5048,"""MU""","""4319711""","""São Valentim do Sul (RS)""","""57886""","""60861""","""65720""","""95575"""
5049,"""MU""","""4319737""","""São Valério do Sul (RS)""","""55414""","""58857""","""63589""","""90429"""
5050,"""MU""","""4319752""","""São Vendelino (RS)""","""76160""","""87921""","""71561""","""95747"""
5051,"""MU""","""4319802""","""São Vicente do Sul (RS)""","""274704""","""373498""","""463815""","""730553"""
5052,"""MU""","""4319901""","""Sapiranga (RS)""","""3326836""","""3498362""","""3182886""","""3615584"""
5053,"""MU""","""4320008""","""Sapucaia do Sul (RS)""","""3398636""","""3530639""","""3492827""","""4204060"""
5054,"""MU""","""4320107""","""Sarandi (RS)""","""920752""","""1001252""","""1024941""","""1299134"""
5055,"""MU""","""4320206""","""Seberi (RS)""","""357969""","""435581""","""470005""","""617243"""
5056,"""MU""","""4320230""","""Sede Nova (RS)""","""100517""","""118509""","""120419""","""157534"""
5057,"""MU""","""4320263""","""Segredo (RS)""","""130996""","""130128""","""111931""","""163087"""
5058,"""MU""","""4320305""","""Selbach (RS)""","""237719""","""232895""","""228985""","""375173"""
5059,"""MU""","""4320321""","""Senador Salgado Filho (RS)""","""91660""","""93338""","""95533""","""149058"""
5060,"""MU""","""4320354""","""Sentinela do Sul (RS)""","""81490""","""89660""","""91831""","""136266"""
5061,"""MU""","""4320404""","""Serafina Corrêa (RS)""","""664832""","""669075""","""655477""","""782299"""
5062,"""MU""","""4320453""","""Sério (RS)""","""42226""","""48282""","""48977""","""59571"""
5063,"""MU""","""4320503""","""Sertão (RS)""","""307286""","""301141""","""290760""","""534501"""
5064,"""MU""","""4320552""","""Sertão Santana (RS)""","""236720""","""280783""","""296890""","""314766"""
5065,"""MU""","""4320578""","""Sete de Setembro (RS)""","""62945""","""67773""","""63299""","""105651"""
5066,"""MU""","""4320602""","""Severiano de Almeida (RS)""","""100753""","""107393""","""122181""","""149412"""
5067,"""MU""","""4320651""","""Silveira Martins (RS)""","""53192""","""59173""","""58019""","""86630"""
5068,"""MU""","""4320677""","""Sinimbu (RS)""","""194387""","""210391""","""188664""","""213480"""
5069,"""MU""","""4320701""","""Sobradinho (RS)""","""363204""","""382062""","""381270""","""438641"""
5070,"""MU""","""4320800""","""Soledade (RS)""","""977035""","""946056""","""892120""","""1405191"""
5071,"""MU""","""4320859""","""Tabaí (RS)""","""81395""","""102687""","""110479""","""142085"""
5072,"""MU""","""4320909""","""Tapejara (RS)""","""1130473""","""1238025""","""1291018""","""1644543"""
5073,"""MU""","""4321006""","""Tapera (RS)""","""453817""","""481828""","""431558""","""640273"""
5074,"""MU""","""4321105""","""Tapes (RS)""","""356396""","""369459""","""420848""","""603911"""
5075,"""MU""","""4321204""","""Taquara (RS)""","""1309041""","""1431656""","""1403339""","""1568872"""
5076,"""MU""","""4321303""","""Taquari (RS)""","""751720""","""828804""","""855712""","""1094080"""
5077,"""MU""","""4321329""","""Taquaruçu do Sul (RS)""","""116741""","""128232""","""144645""","""188857"""
5078,"""MU""","""4321352""","""Tavares (RS)""","""82796""","""91307""","""93115""","""124253"""
5079,"""MU""","""4321402""","""Tenente Portela (RS)""","""421782""","""491703""","""507563""","""579213"""
5080,"""MU""","""4321436""","""Terra de Areia (RS)""","""224290""","""242861""","""252913""","""291338"""
5081,"""MU""","""4321451""","""Teutônia (RS)""","""1430783""","""1529742""","""1447894""","""1576004"""
5082,"""MU""","""4321469""","""Tio Hugo (RS)""","""123116""","""125223""","""101832""","""174783"""
5083,"""MU""","""4321477""","""Tiradentes do Sul (RS)""","""125477""","""138127""","""143280""","""196241"""
5084,"""MU""","""4321493""","""Toropi (RS)""","""71802""","""69925""","""67633""","""101333"""
5085,"""MU""","""4321501""","""Torres (RS)""","""1138734""","""1269389""","""1239246""","""1382097"""
5086,"""MU""","""4321600""","""Tramandaí (RS)""","""1028739""","""1105822""","""1150735""","""1234544"""
5087,"""MU""","""4321626""","""Travesseiro (RS)""","""60248""","""63140""","""67351""","""78087"""
5088,"""MU""","""4321634""","""Três Arroios (RS)""","""77997""","""96649""","""106651""","""141196"""
5089,"""MU""","""4321667""","""Três Cachoeiras (RS)""","""254376""","""271054""","""267732""","""308568"""
5090,"""MU""","""4321709""","""Três Coroas (RS)""","""946866""","""893773""","""766975""","""805145"""
5091,"""MU""","""4321808""","""Três de Maio (RS)""","""1087296""","""1111517""","""1148719""","""1353671"""
5092,"""MU""","""4321832""","""Três Forquilhas (RS)""","""50916""","""58099""","""57858""","""64218"""
5093,"""MU""","""4321857""","""Três Palmeiras (RS)""","""137646""","""146919""","""132970""","""178529"""
5094,"""MU""","""4321907""","""Três Passos (RS)""","""827493""","""919889""","""923911""","""1033028"""
5095,"""MU""","""4321956""","""Trindade do Sul (RS)""","""180404""","""210887""","""254614""","""351369"""
5096,"""MU""","""4322004""","""Triunfo (RS)""","""9037467""","""8350172""","""7207369""","""12982386"""
5097,"""MU""","""4322103""","""Tucunduva (RS)""","""217169""","""224798""","""232885""","""259330"""
5098,"""MU""","""4322152""","""Tunas (RS)""","""80215""","""80899""","""71197""","""120844"""
5099,"""MU""","""4322186""","""Tupanci do Sul (RS)""","""52346""","""58392""","""60754""","""94727"""
5100,"""MU""","""4322202""","""Tupanciretã (RS)""","""1282254""","""1208126""","""1188506""","""2052009"""
5101,"""MU""","""4322251""","""Tupandi (RS)""","""503637""","""498711""","""506979""","""533592"""
5102,"""MU""","""4322301""","""Tuparendi (RS)""","""295882""","""297540""","""318662""","""383533"""
5103,"""MU""","""4322327""","""Turuçu (RS)""","""96575""","""105027""","""95532""","""163726"""
5104,"""MU""","""4322343""","""Ubiretama (RS)""","""63267""","""65833""","""72636""","""110732"""
5105,"""MU""","""4322350""","""União da Serra (RS)""","""51773""","""53198""","""53537""","""91173"""
5106,"""MU""","""4322376""","""Unistalda (RS)""","""68346""","""72263""","""88205""","""149066"""
5107,"""MU""","""4322400""","""Uruguaiana (RS)""","""2772959""","""2885430""","""2843973""","""3717091"""
5108,"""MU""","""4322509""","""Vacaria (RS)""","""2258420""","""2459450""","""2540707""","""3245665"""
5109,"""MU""","""4322525""","""Vale Verde (RS)""","""75844""","""91123""","""83357""","""130452"""
5110,"""MU""","""4322533""","""Vale do Sol (RS)""","""222731""","""239589""","""220382""","""272712"""
5111,"""MU""","""4322541""","""Vale Real (RS)""","""129301""","""149400""","""168213""","""198293"""
5112,"""MU""","""4322558""","""Vanini (RS)""","""58859""","""64629""","""65435""","""94775"""
5113,"""MU""","""4322608""","""Venâncio Aires (RS)""","""3517935""","""3459257""","""3671023""","""3732030"""
5114,"""MU""","""4322707""","""Vera Cruz (RS)""","""652084""","""700555""","""746966""","""826716"""
5115,"""MU""","""4322806""","""Veranópolis (RS)""","""1553616""","""1546920""","""1631711""","""1738702"""
5116,"""MU""","""4322855""","""Vespasiano Corrêa (RS)""","""67445""","""70012""","""74332""","""119439"""
5117,"""MU""","""4322905""","""Viadutos (RS)""","""137329""","""149233""","""148690""","""204581"""
5118,"""MU""","""4323002""","""Viamão (RS)""","""3747577""","""4044781""","""4235788""","""4335050"""
5119,"""MU""","""4323101""","""Vicente Dutra (RS)""","""94697""","""101402""","""112507""","""126513"""
5120,"""MU""","""4323200""","""Victor Graeff (RS)""","""175085""","""166678""","""145077""","""295870"""
5121,"""MU""","""4323309""","""Vila Flores (RS)""","""176736""","""219325""","""212277""","""297552"""
5122,"""MU""","""4323358""","""Vila Lângaro (RS)""","""110727""","""107889""","""119068""","""168931"""
5123,"""MU""","""4323408""","""Vila Maria (RS)""","""210979""","""223429""","""252346""","""389405"""
5124,"""MU""","""4323457""","""Vila Nova do Sul (RS)""","""120740""","""118531""","""102026""","""195941"""
5125,"""MU""","""4323507""","""Vista Alegre (RS)""","""83830""","""94384""","""111076""","""137063"""
5126,"""MU""","""4323606""","""Vista Alegre do Prata (RS)""","""54071""","""56403""","""62112""","""85228"""
5127,"""MU""","""4323705""","""Vista Gaúcha (RS)""","""66498""","""72419""","""84439""","""103512"""
5128,"""MU""","""4323754""","""Vitória das Missões (RS)""","""98865""","""96955""","""107974""","""159527"""
5129,"""MU""","""4323770""","""Westfália (RS)""","""167439""","""184097""","""201756""","""264839"""
5130,"""MU""","""4323804""","""Xangri-lá (RS)""","""500513""","""553472""","""622082""","""733151"""
5131,"""MU""","""5000203""","""Água Clara (MS)""","""1333437""","""1128138""","""1083939""","""1235229"""
5132,"""MU""","""5000252""","""Alcinópolis (MS)""","""167555""","""167820""","""240729""","""237740"""
5133,"""MU""","""5000609""","""Amambai (MS)""","""1026179""","""972520""","""1275207""","""1766207"""
5134,"""MU""","""5000708""","""Anastácio (MS)""","""455201""","""500752""","""582334""","""696967"""
5135,"""MU""","""5000807""","""Anaurilândia (MS)""","""261593""","""261086""","""322117""","""416841"""
5136,"""MU""","""5000856""","""Angélica (MS)""","""825651""","""745123""","""952295""","""1184828"""
5137,"""MU""","""5000906""","""Antônio João (MS)""","""311655""","""374115""","""533687""","""727455"""
5138,"""MU""","""5001003""","""Aparecida do Taboado (MS)""","""1239265""","""1158782""","""1236362""","""1393783"""
5139,"""MU""","""5001102""","""Aquidauana (MS)""","""926385""","""960953""","""1034955""","""1204977"""
5140,"""MU""","""5001243""","""Aral Moreira (MS)""","""597992""","""505843""","""956114""","""1021642"""
5141,"""MU""","""5001508""","""Bandeirantes (MS)""","""414861""","""381430""","""573410""","""759094"""
5142,"""MU""","""5001904""","""Bataguassu (MS)""","""784859""","""840701""","""918829""","""1049030"""
5143,"""MU""","""5002001""","""Batayporã (MS)""","""390890""","""388323""","""514261""","""603207"""
5144,"""MU""","""5002100""","""Bela Vista (MS)""","""551773""","""551950""","""687331""","""976922"""
5145,"""MU""","""5002159""","""Bodoquena (MS)""","""211619""","""220141""","""265252""","""351966"""
5146,"""MU""","""5002209""","""Bonito (MS)""","""751409""","""790948""","""961002""","""1204313"""
5147,"""MU""","""5002308""","""Brasilândia (MS)""","""574069""","""600358""","""729587""","""861259"""
5148,"""MU""","""5002407""","""Caarapó (MS)""","""1394298""","""1244925""","""1908492""","""2098085"""
5149,"""MU""","""5002605""","""Camapuã (MS)""","""435283""","""423338""","""540187""","""637046"""
5150,"""MU""","""5002704""","""Campo Grande (MS)""","""29176930""","""30221880""","""30139204""","""34731151"""
5151,"""MU""","""5002803""","""Caracol (MS)""","""119069""","""120271""","""145827""","""179621"""
5152,"""MU""","""5002902""","""Cassilândia (MS)""","""570365""","""636865""","""732608""","""782983"""
5153,"""MU""","""5002951""","""Chapadão do Sul (MS)""","""1777555""","""1875319""","""2113589""","""2430147"""
5154,"""MU""","""5003108""","""Corguinho (MS)""","""107515""","""111263""","""125794""","""150318"""
5155,"""MU""","""5003157""","""Coronel Sapucaia (MS)""","""211357""","""213916""","""265901""","""354012"""
5156,"""MU""","""5003207""","""Corumbá (MS)""","""3055892""","""2781446""","""2885546""","""3907866"""
5157,"""MU""","""5003256""","""Costa Rica (MS)""","""1822861""","""1533746""","""1966226""","""2096742"""
5158,"""MU""","""5003306""","""Coxim (MS)""","""898864""","""895095""","""1007860""","""1117659"""
5159,"""MU""","""5003454""","""Deodápolis (MS)""","""295156""","""303946""","""398479""","""494378"""
5160,"""MU""","""5003488""","""Dois Irmãos do Buriti (MS)""","""205897""","""212900""","""267368""","""332159"""
5161,"""MU""","""5003504""","""Douradina (MS)""","""140185""","""128719""","""181443""","""200982"""
5162,"""MU""","""5003702""","""Dourados (MS)""","""8491169""","""9476661""","""10856422""","""12595690"""
5163,"""MU""","""5003751""","""Eldorado (MS)""","""369916""","""356287""","""443891""","""557523"""
5164,"""MU""","""5003801""","""Fátima do Sul (MS)""","""498923""","""493029""","""596151""","""648925"""
5165,"""MU""","""5003900""","""Figueirão (MS)""","""96211""","""105022""","""126630""","""143408"""
5166,"""MU""","""5004007""","""Glória de Dourados (MS)""","""186282""","""209764""","""255438""","""306052"""
5167,"""MU""","""5004106""","""Guia Lopes da Laguna (MS)""","""257727""","""241807""","""319746""","""364269"""
5168,"""MU""","""5004304""","""Iguatemi (MS)""","""403393""","""420026""","""576433""","""811297"""
5169,"""MU""","""5004403""","""Inocência (MS)""","""338281""","""472722""","""296497""","""406233"""
5170,"""MU""","""5004502""","""Itaporã (MS)""","""821360""","""810886""","""1059152""","""1181095"""
5171,"""MU""","""5004601""","""Itaquiraí (MS)""","""748158""","""686233""","""935133""","""1245196"""
5172,"""MU""","""5004700""","""Ivinhema (MS)""","""1248436""","""1382579""","""1459966""","""1721113"""
5173,"""MU""","""5004809""","""Japorã (MS)""","""130332""","""107706""","""138567""","""167493"""
5174,"""MU""","""5004908""","""Jaraguari (MS)""","""475058""","""198720""","""261042""","""378029"""
5175,"""MU""","""5005004""","""Jardim (MS)""","""605477""","""596917""","""715523""","""826472"""
5176,"""MU""","""5005103""","""Jateí (MS)""","""304985""","""302061""","""401857""","""478439"""
5177,"""MU""","""5005152""","""Juti (MS)""","""284554""","""288712""","""414152""","""464266"""
5178,"""MU""","""5005202""","""Ladário (MS)""","""324213""","""363292""","""327066""","""383759"""
5179,"""MU""","""5005251""","""Laguna Carapã (MS)""","""596895""","""491949""","""725818""","""1017180"""
5180,"""MU""","""5005400""","""Maracaju (MS)""","""2922078""","""2548085""","""3680729""","""4048673"""
5181,"""MU""","""5005608""","""Miranda (MS)""","""500770""","""515590""","""561024""","""661176"""
5182,"""MU""","""5005681""","""Mundo Novo (MS)""","""518656""","""544368""","""640596""","""778607"""
5183,"""MU""","""5005707""","""Naviraí (MS)""","""1840136""","""1908762""","""2541336""","""3013280"""
5184,"""MU""","""5005806""","""Nioaque (MS)""","""279934""","""315021""","""400245""","""472626"""
5185,"""MU""","""5006002""","""Nova Alvorada do Sul (MS)""","""1492668""","""1542215""","""1782900""","""1963622"""
5186,"""MU""","""5006200""","""Nova Andradina (MS)""","""2095519""","""2159902""","""2494320""","""3084594"""
5187,"""MU""","""5006259""","""Novo Horizonte do Sul (MS)""","""168713""","""178434""","""247156""","""281446"""
5188,"""MU""","""5006275""","""Paraíso das Águas (MS)""","""725417""","""738899""","""903104""","""1064299"""
5189,"""MU""","""5006309""","""Paranaíba (MS)""","""1317554""","""1373411""","""1401592""","""1647937"""
5190,"""MU""","""5006358""","""Paranhos (MS)""","""168517""","""179502""","""233592""","""294548"""
5191,"""MU""","""5006408""","""Pedro Gomes (MS)""","""228203""","""223218""","""263209""","""279518"""
5192,"""MU""","""5006606""","""Ponta Porã (MS)""","""3062324""","""3219707""","""4288574""","""5024604"""
5193,"""MU""","""5006903""","""Porto Murtinho (MS)""","""344187""","""354839""","""405854""","""476904"""
5194,"""MU""","""5007109""","""Ribas do Rio Pardo (MS)""","""870939""","""1122906""","""1591002""","""1895304"""
5195,"""MU""","""5007208""","""Rio Brilhante (MS)""","""2293492""","""2334595""","""3121464""","""3731046"""
5196,"""MU""","""5007307""","""Rio Negro (MS)""","""95259""","""105601""","""110440""","""134317"""
5197,"""MU""","""5007406""","""Rio Verde de Mato Grosso (MS)""","""468051""","""482076""","""549512""","""633234"""
5198,"""MU""","""5007505""","""Rochedo (MS)""","""176008""","""179112""","""228387""","""280438"""
5199,"""MU""","""5007554""","""Santa Rita do Pardo (MS)""","""333826""","""255664""","""328380""","""472670"""
5200,"""MU""","""5007695""","""São Gabriel do Oeste (MS)""","""1696274""","""1574226""","""1842228""","""2231788"""
5201,"""MU""","""5007703""","""Sete Quedas (MS)""","""249470""","""267443""","""318955""","""384673"""
5202,"""MU""","""5007802""","""Selvíria (MS)""","""2358951""","""2308036""","""2656110""","""1723194"""
5203,"""MU""","""5007901""","""Sidrolândia (MS)""","""2166105""","""1992068""","""2710629""","""3207170"""
5204,"""MU""","""5007935""","""Sonora (MS)""","""714334""","""764439""","""882706""","""881057"""
5205,"""MU""","""5007950""","""Tacuru (MS)""","""222612""","""197865""","""259255""","""320138"""
5206,"""MU""","""5007976""","""Taquarussu (MS)""","""113304""","""109807""","""165461""","""182235"""
5207,"""MU""","""5008008""","""Terenos (MS)""","""520372""","""568755""","""653287""","""761171"""
5208,"""MU""","""5008305""","""Três Lagoas (MS)""","""11544591""","""10354989""","""11624342""","""13058332"""
5209,"""MU""","""5008404""","""Vicentina (MS)""","""263889""","""266726""","""285920""","""314115"""
5210,"""MU""","""5100102""","""Acorizal (MT)""","""78294""","""84967""","""105486""","""109162"""
5211,"""MU""","""5100201""","""Água Boa (MT)""","""1095690""","""1080644""","""1487486""","""2000669"""
5212,"""MU""","""5100250""","""Alta Floresta (MT)""","""1450016""","""1559471""","""1814866""","""2111882"""
5213,"""MU""","""5100300""","""Alto Araguaia (MT)""","""917804""","""850937""","""944266""","""1172926"""
5214,"""MU""","""5100359""","""Alto Boa Vista (MT)""","""110056""","""123442""","""177251""","""264046"""
5215,"""MU""","""5100409""","""Alto Garças (MT)""","""616540""","""662565""","""849032""","""1197646"""
5216,"""MU""","""5100508""","""Alto Paraguai (MT)""","""122782""","""122240""","""136156""","""166648"""
5217,"""MU""","""5100607""","""Alto Taquari (MT)""","""893602""","""857896""","""974752""","""1295818"""
5218,"""MU""","""5100805""","""Apiacás (MT)""","""154785""","""167075""","""181921""","""233848"""
5219,"""MU""","""5101001""","""Araguaiana (MT)""","""68809""","""69007""","""94097""","""126594"""
5220,"""MU""","""5101209""","""Araguainha (MT)""","""19197""","""21087""","""22949""","""28039"""
5221,"""MU""","""5101258""","""Araputanga (MT)""","""455328""","""472557""","""560461""","""655137"""
5222,"""MU""","""5101308""","""Arenápolis (MT)""","""168815""","""177353""","""201209""","""232263"""
5223,"""MU""","""5101407""","""Aripuanã (MT)""","""818804""","""940223""","""1302652""","""1446102"""
5224,"""MU""","""5101605""","""Barão de Melgaço (MT)""","""91492""","""92669""","""104155""","""124620"""
5225,"""MU""","""5101704""","""Barra do Bugres (MT)""","""1319981""","""1293546""","""1413570""","""1568905"""
5226,"""MU""","""5101803""","""Barra do Garças (MT)""","""1954926""","""2114457""","""2289403""","""2567246"""
5227,"""MU""","""5101852""","""Bom Jesus do Araguaia (MT)""","""302798""","""319587""","""551469""","""769151"""
5228,"""MU""","""5101902""","""Brasnorte (MT)""","""964774""","""948734""","""1483475""","""2087179"""
5229,"""MU""","""5102504""","""Cáceres (MT)""","""1887468""","""1912039""","""2043511""","""2264674"""
5230,"""MU""","""5102603""","""Campinápolis (MT)""","""288267""","""295714""","""370963""","""437344"""
5231,"""MU""","""5102637""","""Campo Novo do Parecis (MT)""","""3535872""","""3403076""","""4610007""","""6910453"""
5232,"""MU""","""5102678""","""Campo Verde (MT)""","""2536929""","""2367716""","""3601420""","""4993082"""
5233,"""MU""","""5102686""","""Campos de Júlio (MT)""","""1386685""","""1335662""","""1914450""","""3302547"""
5234,"""MU""","""5102694""","""Canabrava do Norte (MT)""","""135016""","""128847""","""171454""","""267192"""
5235,"""MU""","""5102702""","""Canarana (MT)""","""1270257""","""1283629""","""1813956""","""2931502"""
5236,"""MU""","""5102793""","""Carlinda (MT)""","""166217""","""179931""","""220340""","""299375"""
5237,"""MU""","""5102850""","""Castanheira (MT)""","""135896""","""134976""","""162897""","""215114"""
5238,"""MU""","""5103007""","""Chapada dos Guimarães (MT)""","""742828""","""717207""","""846168""","""1214583"""
5239,"""MU""","""5103056""","""Cláudia (MT)""","""426502""","""451071""","""866710""","""1068396"""
5240,"""MU""","""5103106""","""Cocalinho (MT)""","""151404""","""165840""","""215531""","""297685"""
5241,"""MU""","""5103205""","""Colíder (MT)""","""940286""","""902384""","""1019732""","""1269414"""
5242,"""MU""","""5103254""","""Colniza (MT)""","""544979""","""559129""","""705122""","""849114"""
5243,"""MU""","""5103304""","""Comodoro (MT)""","""698993""","""734179""","""952274""","""1258222"""
5244,"""MU""","""5103353""","""Confresa (MT)""","""845337""","""883663""","""1108243""","""1530707"""
5245,"""MU""","""5103361""","""Conquista D'Oeste (MT)""","""94741""","""98046""","""112756""","""143205"""
5246,"""MU""","""5103379""","""Cotriguaçu (MT)""","""215304""","""226905""","""267784""","""326770"""
5247,"""MU""","""5103403""","""Cuiabá (MT)""","""24039567""","""24615163""","""26555611""","""29746934"""
5248,"""MU""","""5103437""","""Curvelândia (MT)""","""105069""","""121497""","""115333""","""123845"""
5249,"""MU""","""5103452""","""Denise (MT)""","""541952""","""558319""","""643570""","""529608"""
5250,"""MU""","""5103502""","""Diamantino (MT)""","""2295182""","""2451237""","""3358058""","""5746922"""
5251,"""MU""","""5103601""","""Dom Aquino (MT)""","""368640""","""320232""","""440425""","""673329"""
5252,"""MU""","""5103700""","""Feliz Natal (MT)""","""435233""","""522507""","""797193""","""1044898"""
5253,"""MU""","""5103809""","""Figueirópolis D'Oeste (MT)""","""61851""","""59449""","""69857""","""83626"""
5254,"""MU""","""5103858""","""Gaúcha do Norte (MT)""","""333748""","""539769""","""855856""","""1290912"""
5255,"""MU""","""5103908""","""General Carneiro (MT)""","""220121""","""227531""","""339518""","""481737"""
5256,"""MU""","""5103957""","""Glória D'Oeste (MT)""","""69601""","""80581""","""78781""","""89234"""
5257,"""MU""","""5104104""","""Guarantã do Norte (MT)""","""838327""","""880823""","""1015783""","""1099235"""
5258,"""MU""","""5104203""","""Guiratinga (MT)""","""378135""","""419305""","""490692""","""727167"""
5259,"""MU""","""5104500""","""Indiavaí (MT)""","""57346""","""73525""","""77578""","""103601"""
5260,"""MU""","""5104526""","""Ipiranga do Norte (MT)""","""845385""","""734445""","""1327308""","""1924887"""
5261,"""MU""","""5104542""","""Itanhangá (MT)""","""286608""","""286973""","""506096""","""721462"""
5262,"""MU""","""5104559""","""Itaúba (MT)""","""185763""","""188606""","""326622""","""419030"""
5263,"""MU""","""5104609""","""Itiquira (MT)""","""1172095""","""1292899""","""1503295""","""2144803"""
5264,"""MU""","""5104807""","""Jaciara (MT)""","""948875""","""964778""","""1087949""","""1197871"""
5265,"""MU""","""5104906""","""Jangada (MT)""","""204230""","""181285""","""167571""","""188785"""
5266,"""MU""","""5105002""","""Jauru (MT)""","""271241""","""292610""","""319274""","""348817"""
5267,"""MU""","""5105101""","""Juara (MT)""","""841113""","""878532""","""1085395""","""1365628"""
5268,"""MU""","""5105150""","""Juína (MT)""","""1031085""","""1090852""","""1180118""","""1332958"""
5269,"""MU""","""5105176""","""Juruena (MT)""","""185216""","""212902""","""264032""","""297909"""
5270,"""MU""","""5105200""","""Juscimeira (MT)""","""336225""","""317383""","""417336""","""528664"""
5271,"""MU""","""5105234""","""Lambari D'Oeste (MT)""","""189868""","""256054""","""225193""","""244980"""
5272,"""MU""","""5105259""","""Lucas do Rio Verde (MT)""","""4392108""","""4470107""","""5818009""","""6891564"""
5273,"""MU""","""5105309""","""Luciara (MT)""","""31024""","""31003""","""34937""","""41177"""
5274,"""MU""","""5105507""","""Vila Bela da Santíssima Trindade (MT)""","""317012""","""337238""","""458994""","""639124"""
5275,"""MU""","""5105580""","""Marcelândia (MT)""","""313544""","""336521""","""471093""","""674579"""
5276,"""MU""","""5105606""","""Matupá (MT)""","""753804""","""1007002""","""1040943""","""1282894"""
5277,"""MU""","""5105622""","""Mirassol d'Oeste (MT)""","""746099""","""784147""","""799980""","""835683"""
5278,"""MU""","""5105903""","""Nobres (MT)""","""626430""","""614303""","""821279""","""1114914"""
5279,"""MU""","""5106000""","""Nortelândia (MT)""","""122332""","""145161""","""213079""","""325663"""
5280,"""MU""","""5106109""","""Nossa Senhora do Livramento (MT)""","""292512""","""300885""","""351464""","""387845"""
